,country,amount,success,PSP,3D_secured,card,minute,hour,day,weekday,fee
21623,1,33,0,2,0,1,11,20,25,4,2.0
21624,1,33,0,2,0,1,11,20,25,4,1.0
21625,1,329,0,1,0,1,13,20,25,4,0.5
21626,1,329,0,3,0,1,13,20,25,4,2.0
21627,1,13,0,2,0,1,15,20,25,4,1.0
21628,1,13,1,2,0,1,16,20,25,4,
21629,1,92,0,3,0,1,17,20,25,4,1.0
21630,1,92,0,3,0,1,18,20,25,4,5.0
21631,2,108,1,3,0,2,20,20,25,4,
21632,0,446,1,3,0,1,23,20,25,4,
21633,1,152,1,2,0,2,36,20,25,4,
21634,1,213,0,3,0,1,37,20,25,4,5.0
21635,1,213,1,1,0,1,38,20,25,4,
21636,2,291,1,1,0,1,46,20,25,4,
21637,1,186,0,1,0,1,48,20,25,4,1.0
21638,1,186,0,2,0,1,49,20,25,4,1.0
21639,1,186,0,2,0,1,49,20,25,4,0.5
21640,1,186,0,2,0,1,49,20,25,4,0.5
21641,1,186,0,3,0,1,49,20,25,4,5.0
21642,1,186,0,3,0,1,49,20,25,4,1.0
21643,1,186,0,0,0,1,50,20,25,4,1.0
21644,1,186,1,3,0,1,50,20,25,4,
21645,0,279,1,3,0,1,52,20,25,4,
21646,1,251,0,2,0,1,56,20,25,4,2.0
21647,1,251,0,3,0,1,57,20,25,4,1.0
21648,1,143,0,1,0,1,1,21,25,4,1.0
21649,1,143,0,2,0,1,2,21,25,4,1.0
21650,1,143,0,3,0,1,3,21,25,4,0.5
21651,1,143,1,1,0,1,3,21,25,4,
21652,1,79,1,2,0,2,4,21,25,4,
21653,1,141,0,3,0,1,5,21,25,4,0.5
21654,2,204,0,1,0,2,8,21,25,4,2.0
21655,2,179,0,3,1,1,12,21,25,4,0.5
21656,2,179,0,1,1,1,12,21,25,4,2.0
21657,2,179,0,3,1,1,13,21,25,4,1.0
21658,2,179,0,3,1,1,14,21,25,4,1.0
21659,2,179,0,3,1,1,14,21,25,4,2.0
21660,1,343,0,3,0,0,17,21,25,4,1.0
21661,1,343,0,1,0,0,18,21,25,4,0.5
21662,1,343,0,0,0,0,18,21,25,4,0.5
21663,1,343,0,2,0,0,18,21,25,4,1.0
21664,2,158,1,2,0,1,19,21,25,4,
21665,1,82,0,3,0,0,22,21,25,4,1.0
21666,1,82,0,3,0,0,23,21,25,4,1.0
21667,1,204,0,3,0,1,25,21,25,4,1.0
21668,1,204,0,1,0,1,25,21,25,4,1.0
21669,1,204,0,2,0,1,26,21,25,4,1.0
21670,1,297,1,1,0,1,31,21,25,4,
21671,1,229,0,3,0,2,36,21,25,4,1.0
21672,1,229,0,3,0,2,36,21,25,4,1.0
21673,1,229,0,3,0,2,36,21,25,4,1.0
21674,1,229,0,3,0,2,36,21,25,4,1.0
21675,1,207,1,2,0,1,42,21,25,4,
21676,1,214,0,2,0,1,49,21,25,4,2.0
21677,1,214,0,2,0,1,49,21,25,4,1.0
21678,1,162,0,1,1,1,50,21,25,4,1.0
21679,2,146,0,3,0,2,52,21,25,4,1.0
21680,2,146,0,3,0,2,52,21,25,4,2.0
21681,2,146,1,3,0,2,52,21,25,4,
21682,1,163,0,0,0,1,53,21,25,4,2.0
21683,1,163,0,2,0,1,54,21,25,4,0.5
21684,0,187,1,3,0,1,57,21,25,4,
21685,2,244,0,3,1,1,59,21,25,4,1.0
21686,1,289,0,2,0,2,0,22,25,4,1.0
21687,1,184,0,3,0,1,6,22,25,4,1.0
21688,1,184,0,3,0,1,6,22,25,4,1.0
21689,1,184,0,3,0,1,7,22,25,4,0.5
21690,2,242,0,1,1,0,12,22,25,4,0.5
21691,1,286,0,3,0,1,17,22,25,4,0.5
21692,1,230,1,1,0,1,19,22,25,4,
21693,1,231,0,2,1,1,22,22,25,4,1.0
21694,2,198,0,2,0,1,24,22,25,4,0.5
21695,2,198,0,3,0,1,25,22,25,4,2.0
21696,2,198,0,2,0,1,25,22,25,4,1.0
21697,2,8,0,3,1,1,27,22,25,4,0.5
21698,2,8,1,3,1,1,27,22,25,4,
21699,1,128,1,3,1,0,31,22,25,4,
21700,1,284,0,1,0,0,34,22,25,4,0.5
21701,1,255,0,3,1,1,37,22,25,4,0.5
21702,1,255,0,1,1,1,37,22,25,4,1.0
21703,1,255,0,1,1,1,38,22,25,4,2.0
21704,0,25,0,0,0,1,40,22,25,4,1.0
21705,1,238,0,3,0,1,41,22,25,4,2.0
21706,1,238,0,2,0,1,41,22,25,4,1.0
21707,0,169,0,0,0,1,45,22,25,4,1.0
21708,0,286,0,3,1,1,47,22,25,4,0.5
21709,0,286,0,3,1,1,48,22,25,4,1.0
21710,0,286,1,2,1,1,48,22,25,4,
21711,1,94,0,2,1,1,52,22,25,4,5.0
21712,1,253,1,2,0,1,57,22,25,4,
21713,1,227,0,3,0,1,59,22,25,4,2.0
21714,1,42,0,3,1,1,8,23,25,4,0.5
21715,1,42,1,2,1,1,9,23,25,4,
21716,1,199,0,2,0,1,12,23,25,4,0.5
21717,1,351,0,2,1,1,14,23,25,4,0.5
21718,1,180,1,3,0,1,17,23,25,4,
21719,1,178,0,0,0,1,20,23,25,4,1.0
21720,0,227,0,3,0,0,23,23,25,4,1.0
21721,0,227,0,3,0,0,24,23,25,4,1.0
21722,0,227,0,1,0,0,24,23,25,4,5.0
21723,0,227,0,3,0,0,25,23,25,4,1.0
21724,2,295,0,3,0,1,26,23,25,4,1.0
21725,1,252,0,2,0,0,32,23,25,4,0.5
21726,1,187,0,3,0,1,36,23,25,4,1.0
21727,1,187,0,3,0,1,37,23,25,4,1.0
21728,1,187,1,3,0,1,37,23,25,4,
21729,1,283,0,3,0,1,38,23,25,4,1.0
21730,2,179,0,3,1,0,40,23,25,4,0.5
21731,2,179,1,3,1,0,41,23,25,4,
21732,2,301,0,1,0,1,44,23,25,4,1.0
21733,1,239,0,3,1,1,45,23,25,4,0.5
21734,1,239,0,2,1,1,46,23,25,4,1.0
21735,2,312,0,2,0,1,47,23,25,4,2.0
21736,2,408,0,3,0,1,49,23,25,4,1.0
21737,2,138,0,2,0,1,56,23,25,4,5.0
21738,2,138,0,0,0,1,56,23,25,4,1.0
21739,0,208,0,3,0,1,59,23,25,4,2.0
21740,0,208,0,2,0,1,59,23,25,4,1.0
21741,1,38,0,3,0,1,2,0,26,5,2.0
21742,1,38,0,3,0,1,2,0,26,5,1.0
21743,1,377,0,2,0,1,5,0,26,5,0.5
21744,2,164,0,3,0,1,7,0,26,5,1.0
21745,2,164,0,1,0,1,7,0,26,5,0.5
21746,1,168,0,2,0,1,8,0,26,5,1.0
21747,1,168,0,3,0,1,8,0,26,5,1.0
21748,1,269,0,3,0,0,9,0,26,5,0.5
21749,1,21,0,3,1,1,11,0,26,5,1.0
21750,1,21,1,2,1,1,12,0,26,5,
21751,1,211,0,2,0,1,13,0,26,5,0.5
21752,1,211,0,3,0,1,14,0,26,5,0.5
21753,1,211,0,2,0,1,15,0,26,5,5.0
21754,1,211,0,2,0,1,15,0,26,5,0.5
21755,1,211,0,1,0,1,16,0,26,5,0.5
21756,1,259,1,3,0,2,18,0,26,5,
21757,2,222,1,0,0,1,21,0,26,5,
21758,1,234,0,3,1,1,27,0,26,5,1.0
21759,1,234,0,1,1,1,28,0,26,5,1.0
21760,1,234,0,3,1,1,28,0,26,5,1.0
21761,1,234,0,3,1,1,28,0,26,5,2.0
21762,1,41,0,3,0,1,31,0,26,5,1.0
21763,0,287,0,3,0,2,33,0,26,5,2.0
21764,2,272,0,3,0,0,35,0,26,5,0.5
21765,2,272,0,2,0,0,36,0,26,5,0.5
21766,0,215,1,3,0,1,41,0,26,5,
21767,1,330,0,3,0,1,43,0,26,5,1.0
21768,1,330,0,2,0,1,43,0,26,5,0.5
21769,2,216,0,2,0,2,45,0,26,5,0.5
21770,2,122,0,3,1,1,47,0,26,5,1.0
21771,1,395,0,2,0,2,49,0,26,5,1.0
21772,1,395,0,3,0,2,49,0,26,5,1.0
21773,1,293,0,3,0,0,51,0,26,5,1.0
21774,1,107,1,2,0,1,52,0,26,5,
21775,1,76,0,1,0,1,55,0,26,5,0.5
21776,1,76,1,3,0,1,55,0,26,5,
21777,1,190,1,0,0,1,59,0,26,5,
21778,2,253,0,0,0,1,4,1,26,5,1.0
21779,2,253,0,3,0,1,5,1,26,5,1.0
21780,2,253,0,3,0,1,6,1,26,5,1.0
21781,1,212,0,3,0,1,7,1,26,5,1.0
21782,1,212,0,3,0,1,7,1,26,5,0.5
21783,2,382,0,1,0,1,12,1,26,5,1.0
21784,2,142,0,0,0,1,14,1,26,5,2.0
21785,1,144,0,1,0,2,15,1,26,5,1.0
21786,1,195,0,3,0,1,20,1,26,5,1.0
21787,1,195,0,3,0,1,20,1,26,5,0.5
21788,1,195,0,1,0,1,21,1,26,5,2.0
21789,1,195,0,3,0,1,21,1,26,5,0.5
21790,1,195,0,1,0,1,22,1,26,5,1.0
21791,1,289,0,0,0,2,23,1,26,5,0.5
21792,1,76,0,3,0,1,27,1,26,5,2.0
21793,1,76,0,2,0,1,27,1,26,5,2.0
21794,1,76,1,2,0,1,28,1,26,5,
21795,2,187,1,2,0,1,33,1,26,5,
21796,1,199,1,3,0,1,39,1,26,5,
21797,1,342,0,2,0,1,41,1,26,5,1.0
21798,0,337,1,2,0,0,45,1,26,5,
21799,1,198,0,3,0,0,47,1,26,5,2.0
21800,1,198,0,2,0,0,48,1,26,5,0.5
21801,1,13,0,1,0,1,50,1,26,5,1.0
21802,1,13,0,3,0,1,50,1,26,5,1.0
21803,1,13,0,3,0,1,50,1,26,5,0.5
21804,2,180,0,1,0,0,55,1,26,5,2.0
21805,2,180,0,2,0,0,55,1,26,5,1.0
21806,0,35,0,3,0,2,1,2,26,5,0.5
21807,0,35,0,3,0,2,2,2,26,5,1.0
21808,1,149,0,2,0,0,7,2,26,5,1.0
21809,1,149,0,2,0,0,7,2,26,5,1.0
21810,2,133,0,1,0,0,8,2,26,5,1.0
21811,2,133,1,3,0,0,9,2,26,5,
21812,2,187,1,2,0,1,10,2,26,5,
21813,1,256,1,1,1,0,14,2,26,5,
21814,2,281,0,2,1,1,17,2,26,5,0.5
21815,2,49,0,3,0,1,18,2,26,5,5.0
21816,2,49,1,3,0,1,18,2,26,5,
21817,1,226,0,2,0,1,23,2,26,5,1.0
21818,1,226,0,0,0,1,24,2,26,5,1.0
21819,1,226,0,3,0,1,24,2,26,5,0.5
21820,0,128,0,3,0,0,29,2,26,5,1.0
21821,0,128,1,3,0,0,30,2,26,5,
21822,1,145,1,3,1,1,36,2,26,5,
21823,0,44,1,3,1,0,41,2,26,5,
21824,1,315,0,3,0,0,50,2,26,5,1.0
21825,0,171,1,3,1,1,52,2,26,5,
21826,1,398,0,1,1,1,54,2,26,5,2.0
21827,1,398,0,3,1,1,55,2,26,5,2.0
21828,1,208,0,1,0,2,6,3,26,5,2.0
21829,1,141,1,0,0,2,8,3,26,5,
21830,1,313,0,3,1,2,9,3,26,5,1.0
21831,1,236,1,0,0,2,16,3,26,5,
21832,1,192,1,2,1,2,18,3,26,5,
21833,1,206,0,1,0,1,22,3,26,5,1.0
21834,2,45,0,3,0,0,25,3,26,5,1.0
21835,2,45,0,3,0,0,26,3,26,5,1.0
21836,1,346,0,1,0,2,28,3,26,5,1.0
21837,1,201,0,3,0,1,33,3,26,5,2.0
21838,1,484,0,0,0,0,35,3,26,5,0.5
21839,1,484,0,3,0,0,36,3,26,5,1.0
21840,1,143,0,3,0,1,38,3,26,5,1.0
21841,1,143,0,2,0,1,38,3,26,5,1.0
21842,1,143,0,2,0,1,39,3,26,5,0.5
21843,0,139,0,2,0,2,40,3,26,5,1.0
21844,0,139,0,2,0,2,40,3,26,5,2.0
21845,0,139,1,3,0,2,41,3,26,5,
21846,0,284,0,3,0,0,42,3,26,5,0.5
21847,1,59,0,1,0,1,44,3,26,5,0.5
21848,1,59,0,2,0,1,44,3,26,5,1.0
21849,2,44,0,2,0,0,57,3,26,5,0.5
21850,1,237,1,1,1,0,58,3,26,5,
21851,1,202,1,2,0,1,59,3,26,5,
21852,0,48,0,2,0,0,1,4,26,5,1.0
21853,0,48,0,2,0,0,1,4,26,5,0.5
21854,2,113,0,1,0,1,14,4,26,5,2.0
21855,1,431,0,1,0,0,19,4,26,5,1.0
21856,2,93,0,2,0,0,24,4,26,5,1.0
21857,1,162,0,3,0,2,26,4,26,5,1.0
21858,1,168,0,1,0,2,27,4,26,5,2.0
21859,0,337,0,3,0,2,29,4,26,5,0.5
21860,2,228,0,2,0,1,31,4,26,5,1.0
21861,2,228,0,3,0,1,31,4,26,5,0.5
21862,2,228,0,1,0,1,31,4,26,5,2.0
21863,2,168,1,3,0,2,36,4,26,5,
21864,1,285,0,1,0,1,37,4,26,5,5.0
21865,1,285,0,2,0,1,37,4,26,5,1.0
21866,1,214,0,1,0,2,45,4,26,5,5.0
21867,1,177,1,1,0,1,46,4,26,5,
21868,0,73,0,1,0,2,51,4,26,5,2.0
21869,0,73,0,3,0,2,51,4,26,5,5.0
21870,0,73,0,3,0,2,51,4,26,5,2.0
21871,1,360,0,3,0,2,53,4,26,5,2.0
21872,1,360,0,3,0,2,53,4,26,5,1.0
21873,1,360,0,2,0,2,54,4,26,5,2.0
21874,1,360,0,3,0,2,55,4,26,5,1.0
21875,1,231,0,3,0,1,58,4,26,5,2.0
21876,2,247,1,1,0,1,2,5,26,5,
21877,0,247,1,2,1,2,7,5,26,5,
21878,0,115,0,3,1,1,9,5,26,5,0.5
21879,0,115,0,2,1,1,9,5,26,5,2.0
21880,2,168,0,3,0,1,12,5,26,5,1.0
21881,2,168,0,2,0,1,12,5,26,5,2.0
21882,1,184,1,0,0,1,13,5,26,5,
21883,0,31,0,3,0,1,16,5,26,5,1.0
21884,0,31,0,3,0,1,17,5,26,5,1.0
21885,0,31,1,3,0,1,17,5,26,5,
21886,1,294,0,2,0,0,22,5,26,5,1.0
21887,1,183,0,3,0,0,25,5,26,5,1.0
21888,1,183,0,3,0,0,26,5,26,5,5.0
21889,1,183,0,2,0,0,26,5,26,5,1.0
21890,1,75,0,2,0,1,28,5,26,5,1.0
21891,1,75,0,3,0,1,29,5,26,5,1.0
21892,1,166,1,3,0,2,34,5,26,5,
21893,1,160,0,3,0,0,39,5,26,5,1.0
21894,1,217,0,3,0,2,40,5,26,5,5.0
21895,1,217,0,3,0,2,41,5,26,5,0.5
21896,1,213,1,1,0,1,43,5,26,5,
21897,0,239,0,3,0,1,45,5,26,5,1.0
21898,1,182,0,3,1,2,48,5,26,5,1.0
21899,0,202,0,3,0,1,49,5,26,5,1.0
21900,1,231,0,3,0,1,52,5,26,5,0.5
21901,1,43,0,2,0,1,58,5,26,5,0.5
21902,1,181,1,3,0,2,0,6,26,5,
21903,1,238,0,2,0,0,1,6,26,5,1.0
21904,1,238,0,3,0,0,2,6,26,5,1.0
21905,1,238,1,3,0,0,2,6,26,5,
21906,1,270,0,2,0,2,6,6,26,5,0.5
21907,1,270,0,2,0,2,7,6,26,5,1.0
21908,2,194,0,2,0,1,11,6,26,5,1.0
21909,2,194,1,3,0,1,12,6,26,5,
21910,1,318,0,3,0,1,14,6,26,5,0.5
21911,1,89,0,2,1,0,18,6,26,5,1.0
21912,2,195,1,3,0,2,22,6,26,5,
21913,1,215,0,2,0,0,25,6,26,5,0.5
21914,1,206,0,0,0,1,26,6,26,5,0.5
21915,0,320,0,2,0,1,31,6,26,5,0.5
21916,0,320,0,3,0,1,32,6,26,5,2.0
21917,1,71,0,2,1,1,35,6,26,5,0.5
21918,1,71,1,3,1,1,36,6,26,5,
21919,1,30,1,2,0,1,48,6,26,5,
21920,1,246,0,2,0,1,50,6,26,5,1.0
21921,1,202,0,2,0,1,52,6,26,5,1.0
21922,0,122,0,1,0,1,53,6,26,5,0.5
21923,0,122,1,2,0,1,54,6,26,5,
21924,0,355,0,1,0,1,59,6,26,5,1.0
21925,0,226,0,3,0,1,3,7,26,5,2.0
21926,0,226,0,3,0,1,3,7,26,5,1.0
21927,0,226,0,2,0,1,3,7,26,5,1.0
21928,1,38,1,3,0,1,4,7,26,5,
21929,1,226,0,3,0,2,8,7,26,5,0.5
21930,1,158,1,2,0,1,10,7,26,5,
21931,1,206,0,3,0,1,14,7,26,5,1.0
21932,1,206,1,2,0,1,15,7,26,5,
21933,1,186,0,2,1,1,19,7,26,5,0.5
21934,2,118,0,3,0,0,25,7,26,5,2.0
21935,2,118,1,2,0,0,25,7,26,5,
21936,0,155,0,1,0,1,28,7,26,5,5.0
21937,1,186,0,3,0,1,29,7,26,5,1.0
21938,1,186,0,3,0,1,30,7,26,5,2.0
21939,1,186,0,2,0,1,31,7,26,5,1.0
21940,1,186,0,3,0,1,31,7,26,5,0.5
21941,1,186,0,0,0,1,32,7,26,5,0.5
21942,1,186,0,0,0,1,33,7,26,5,2.0
21943,1,186,0,2,0,1,34,7,26,5,1.0
21944,1,186,0,3,0,1,34,7,26,5,1.0
21945,1,186,0,1,0,1,34,7,26,5,1.0
21946,1,219,0,1,0,1,37,7,26,5,1.0
21947,2,116,0,1,0,0,41,7,26,5,1.0
21948,2,116,0,3,0,0,41,7,26,5,2.0
21949,1,433,0,2,0,2,44,7,26,5,1.0
21950,0,384,0,2,0,1,48,7,26,5,0.5
21951,0,384,0,2,0,1,49,7,26,5,0.5
21952,1,100,1,2,0,0,53,7,26,5,
21953,1,146,1,3,0,2,54,7,26,5,
21954,1,214,0,3,0,1,57,7,26,5,0.5
21955,0,71,0,3,0,1,59,7,26,5,1.0
21956,1,260,0,2,0,1,2,8,26,5,1.0
21957,1,260,0,1,0,1,3,8,26,5,5.0
21958,1,260,0,3,0,1,3,8,26,5,0.5
21959,1,260,0,2,0,1,4,8,26,5,1.0
21960,1,260,0,3,0,1,5,8,26,5,1.0
21961,1,73,0,1,0,1,6,8,26,5,0.5
21962,1,220,1,3,1,1,10,8,26,5,
21963,1,123,0,3,0,1,11,8,26,5,2.0
21964,1,337,1,1,0,1,13,8,26,5,
21965,1,251,1,1,0,1,14,8,26,5,
21966,1,106,0,1,1,1,16,8,26,5,0.5
21967,1,106,0,1,1,1,17,8,26,5,1.0
21968,1,42,0,3,0,0,20,8,26,5,0.5
21969,1,42,0,3,0,0,20,8,26,5,1.0
21970,1,260,1,1,1,1,24,8,26,5,
21971,1,230,0,1,0,0,25,8,26,5,0.5
21972,1,230,1,0,0,0,26,8,26,5,
21973,1,232,0,3,0,1,29,8,26,5,0.5
21974,1,232,0,2,0,1,29,8,26,5,1.0
21975,1,267,0,2,0,1,41,8,26,5,0.5
21976,1,267,0,3,0,1,41,8,26,5,1.0
21977,1,267,1,3,0,1,42,8,26,5,
21978,1,268,0,2,1,1,45,8,26,5,1.0
21979,1,268,0,2,1,1,46,8,26,5,1.0
21980,1,378,0,3,0,2,51,8,26,5,1.0
21981,1,378,0,2,0,2,52,8,26,5,1.0
21982,1,378,1,3,0,2,52,8,26,5,
21983,1,359,0,3,0,1,58,8,26,5,1.0
21984,1,267,0,2,0,1,59,8,26,5,0.5
21985,1,267,0,0,0,1,59,8,26,5,1.0
21986,0,90,0,1,0,1,4,9,26,5,0.5
21987,0,90,1,3,0,1,5,9,26,5,
21988,1,55,0,3,0,1,7,9,26,5,2.0
21989,1,55,0,3,0,1,7,9,26,5,1.0
21990,1,387,0,3,0,1,12,9,26,5,1.0
21991,1,387,0,2,0,1,13,9,26,5,1.0
21992,0,37,1,3,0,2,17,9,26,5,
21993,1,130,1,3,1,1,24,9,26,5,
21994,1,195,0,3,0,1,26,9,26,5,1.0
21995,1,195,0,3,0,1,26,9,26,5,0.5
21996,1,195,0,2,0,1,26,9,26,5,1.0
21997,2,85,1,3,0,2,32,9,26,5,
21998,1,331,0,3,0,1,35,9,26,5,0.5
21999,1,331,0,1,0,1,36,9,26,5,0.5
22000,0,304,0,1,0,2,38,9,26,5,1.0
22001,1,223,1,3,1,1,41,9,26,5,
22002,1,110,0,3,1,1,44,9,26,5,0.5
22003,1,110,0,3,1,1,44,9,26,5,1.0
22004,1,110,0,3,1,1,45,9,26,5,1.0
22005,1,363,0,2,1,0,51,9,26,5,2.0
22006,1,22,0,0,1,2,57,9,26,5,1.0
22007,1,22,0,3,1,2,58,9,26,5,1.0
22008,2,280,1,3,0,2,3,10,26,5,
22009,0,309,0,3,1,2,6,10,26,5,1.0
22010,0,309,0,3,1,2,7,10,26,5,1.0
22011,0,309,0,3,1,2,7,10,26,5,1.0
22012,2,201,0,2,0,1,10,10,26,5,1.0
22013,2,382,0,3,0,1,12,10,26,5,1.0
22014,1,75,0,3,0,0,14,10,26,5,1.0
22015,1,75,1,2,0,0,14,10,26,5,
22016,2,63,0,3,0,0,18,10,26,5,0.5
22017,2,63,0,3,0,0,19,10,26,5,2.0
22018,2,63,1,3,0,0,19,10,26,5,
22019,1,257,0,2,0,1,21,10,26,5,1.0
22020,0,247,0,1,0,0,28,10,26,5,1.0
22021,1,319,1,3,0,0,30,10,26,5,
22022,1,174,1,1,1,0,33,10,26,5,
22023,0,149,1,3,0,1,34,10,26,5,
22024,2,223,0,3,0,1,36,10,26,5,0.5
22025,1,183,0,3,1,1,42,10,26,5,1.0
22026,1,183,1,3,1,1,42,10,26,5,
22027,0,239,0,2,0,2,46,10,26,5,0.5
22028,2,227,0,3,0,2,47,10,26,5,1.0
22029,1,65,0,3,0,1,49,10,26,5,1.0
22030,1,185,0,3,0,2,51,10,26,5,0.5
22031,1,185,0,3,0,2,51,10,26,5,1.0
22032,2,317,0,3,0,1,54,10,26,5,1.0
22033,0,208,0,1,0,1,55,10,26,5,1.0
22034,1,16,0,1,0,2,57,10,26,5,1.0
22035,1,222,0,3,0,0,58,10,26,5,0.5
22036,1,222,0,1,0,0,59,10,26,5,2.0
22037,1,222,0,0,0,0,59,10,26,5,1.0
22038,1,222,0,1,0,0,59,10,26,5,0.5
22039,1,143,1,1,0,1,2,11,26,5,
22040,1,226,1,3,1,1,3,11,26,5,
22041,2,247,0,0,0,0,4,11,26,5,5.0
22042,1,253,0,3,0,1,6,11,26,5,1.0
22043,1,205,1,2,0,0,7,11,26,5,
22044,1,303,0,0,0,1,12,11,26,5,1.0
22045,0,234,0,3,1,1,13,11,26,5,1.0
22046,0,234,0,3,1,1,13,11,26,5,1.0
22047,0,234,0,3,1,1,14,11,26,5,0.5
22048,1,111,0,3,1,1,15,11,26,5,1.0
22049,1,111,1,3,1,1,16,11,26,5,
22050,1,65,0,3,0,1,23,11,26,5,1.0
22051,1,65,1,3,0,1,23,11,26,5,
22052,2,323,0,1,0,2,25,11,26,5,1.0
22053,2,323,0,3,0,2,25,11,26,5,2.0
22054,2,323,0,3,0,2,25,11,26,5,1.0
22055,1,110,0,0,0,1,27,11,26,5,2.0
22056,0,244,0,2,1,2,32,11,26,5,1.0
22057,1,37,0,3,0,0,36,11,26,5,2.0
22058,1,279,0,3,0,1,38,11,26,5,2.0
22059,1,279,1,1,0,1,39,11,26,5,
22060,2,89,1,3,0,1,47,11,26,5,
22061,2,285,0,3,0,1,49,11,26,5,2.0
22062,0,35,0,3,1,1,52,11,26,5,1.0
22063,0,35,0,3,1,1,53,11,26,5,2.0
22064,0,35,1,3,1,1,53,11,26,5,
22065,1,85,0,2,0,1,56,11,26,5,0.5
22066,0,157,0,3,0,1,1,12,26,5,1.0
22067,1,256,0,2,0,0,3,12,26,5,0.5
22068,1,235,1,3,1,1,5,12,26,5,
22069,1,156,0,1,0,2,9,12,26,5,0.5
22070,1,156,0,1,0,2,9,12,26,5,0.5
22071,2,168,1,3,1,1,11,12,26,5,
22072,1,289,0,1,0,1,12,12,26,5,0.5
22073,1,61,0,1,0,1,18,12,26,5,1.0
22074,1,61,0,3,0,1,19,12,26,5,0.5
22075,1,61,0,2,0,1,19,12,26,5,0.5
22076,1,152,0,3,1,2,23,12,26,5,1.0
22077,1,152,0,3,1,2,23,12,26,5,1.0
22078,1,53,1,3,0,1,30,12,26,5,
22079,2,272,0,3,0,1,35,12,26,5,1.0
22080,2,272,1,2,0,1,35,12,26,5,
22081,1,160,0,2,0,1,41,12,26,5,1.0
22082,0,134,0,1,1,0,44,12,26,5,0.5
22083,1,303,0,2,0,0,48,12,26,5,2.0
22084,1,178,0,3,0,2,50,12,26,5,0.5
22085,1,178,0,3,0,2,51,12,26,5,1.0
22086,1,178,0,3,0,2,52,12,26,5,1.0
22087,1,311,0,3,1,1,53,12,26,5,1.0
22088,1,311,0,1,1,1,53,12,26,5,2.0
22089,1,311,0,1,1,1,54,12,26,5,2.0
22090,1,311,0,1,1,1,54,12,26,5,1.0
22091,2,162,0,3,0,2,55,12,26,5,2.0
22092,2,162,0,2,0,2,56,12,26,5,2.0
22093,1,303,0,2,0,0,58,12,26,5,2.0
22094,1,303,0,2,0,0,59,12,26,5,1.0
22095,1,303,1,1,0,0,0,13,26,5,
22096,0,147,0,3,0,0,3,13,26,5,1.0
22097,0,147,0,3,0,0,3,13,26,5,5.0
22098,0,147,0,1,0,0,3,13,26,5,0.5
22099,0,147,0,3,0,0,4,13,26,5,0.5
22100,0,147,0,2,0,0,4,13,26,5,0.5
22101,0,147,1,2,0,0,5,13,26,5,
22102,2,204,0,2,0,0,12,13,26,5,2.0
22103,2,275,1,0,1,2,14,13,26,5,
22104,0,18,1,2,0,2,16,13,26,5,
22105,0,232,0,3,1,0,20,13,26,5,2.0
22106,0,232,0,1,1,0,20,13,26,5,1.0
22107,0,36,0,2,0,1,24,13,26,5,5.0
22108,0,36,0,3,0,1,25,13,26,5,2.0
22109,1,234,0,2,0,1,26,13,26,5,0.5
22110,0,133,0,1,1,1,29,13,26,5,1.0
22111,0,133,1,1,1,1,30,13,26,5,
22112,1,25,0,2,0,1,33,13,26,5,0.5
22113,1,25,0,3,0,1,33,13,26,5,5.0
22114,1,25,0,3,0,1,34,13,26,5,2.0
22115,1,25,1,3,0,1,34,13,26,5,
22116,1,136,1,0,1,0,36,13,26,5,
22117,2,191,0,3,0,2,38,13,26,5,1.0
22118,2,191,0,2,0,2,38,13,26,5,0.5
22119,2,191,1,1,0,2,39,13,26,5,
22120,1,211,0,2,0,1,41,13,26,5,5.0
22121,1,211,0,2,0,1,42,13,26,5,1.0
22122,0,303,0,2,1,1,43,13,26,5,1.0
22123,1,252,0,2,0,1,46,13,26,5,0.5
22124,1,319,0,3,0,1,48,13,26,5,1.0
22125,1,113,0,3,1,1,52,13,26,5,1.0
22126,2,221,0,1,0,0,54,13,26,5,2.0
22127,0,324,0,2,0,1,58,13,26,5,0.5
22128,1,279,0,3,0,1,2,14,26,5,0.5
22129,1,404,1,3,1,1,5,14,26,5,
22130,1,270,0,2,0,1,9,14,26,5,1.0
22131,1,387,0,1,0,2,10,14,26,5,1.0
22132,0,247,0,3,0,2,14,14,26,5,1.0
22133,0,247,0,3,0,2,14,14,26,5,1.0
22134,1,35,0,3,0,1,20,14,26,5,1.0
22135,1,35,1,3,0,1,20,14,26,5,
22136,1,385,1,3,1,1,22,14,26,5,
22137,0,151,1,3,0,1,23,14,26,5,
22138,1,54,1,3,1,1,25,14,26,5,
22139,1,96,0,2,0,1,29,14,26,5,1.0
22140,1,96,0,2,0,1,29,14,26,5,2.0
22141,0,249,0,3,0,0,35,14,26,5,1.0
22142,0,249,0,2,0,0,36,14,26,5,5.0
22143,0,249,0,3,0,0,37,14,26,5,1.0
22144,0,249,0,1,0,0,38,14,26,5,0.5
22145,0,249,1,2,0,0,38,14,26,5,
22146,2,253,1,3,0,2,46,14,26,5,
22147,1,217,0,2,0,1,48,14,26,5,2.0
22148,1,217,0,3,0,1,48,14,26,5,0.5
22149,1,217,0,3,0,1,49,14,26,5,2.0
22150,1,217,1,3,0,1,49,14,26,5,
22151,1,156,1,3,0,1,52,14,26,5,
22152,1,266,0,2,0,1,55,14,26,5,1.0
