,amount,success,3D_secured,Day of Week,Day of Month,Time of Day,previous_attemps,PSP_Goldcard,PSP_Moneycard,PSP_Simplecard,PSP_UK_Card,CARD_Diners,CARD_Master,CARD_Visa
20291,193,0,0,6,23,19,0,0,1,0,0,0,0,1
20292,193,0,0,6,23,19,1,0,0,0,1,0,0,1
20293,193,1,0,6,23,19,2,0,0,0,1,0,0,1
20294,195,0,0,6,23,19,0,0,0,0,1,1,0,0
20295,195,1,0,6,23,19,1,0,0,0,1,1,0,0
20296,176,0,0,6,23,19,0,0,0,0,1,0,1,0
20297,176,0,0,6,23,19,1,0,0,0,1,0,1,0
20298,176,1,0,6,23,19,2,0,0,0,1,0,1,0
20299,297,0,1,6,23,19,0,0,0,0,1,0,1,0
20300,297,0,1,6,23,19,1,0,0,0,1,0,1,0
20301,248,0,0,6,23,19,0,0,0,0,1,0,1,0
20302,248,0,0,6,23,19,1,0,0,1,0,0,1,0
20303,182,0,0,6,23,19,0,0,0,0,1,0,1,0
20304,182,0,0,6,23,19,1,0,0,1,0,0,1,0
20305,182,0,0,6,23,19,2,0,0,1,0,0,1,0
20306,279,0,0,6,23,19,0,1,0,0,0,0,0,1
20307,219,0,1,6,23,19,0,0,0,0,1,0,1,0
20308,219,0,1,6,23,19,1,0,0,0,1,0,1,0
20309,86,0,0,6,23,19,0,0,0,0,1,0,1,0
20310,239,0,0,6,23,19,0,0,0,0,1,0,0,1
20311,239,0,0,6,23,19,1,1,0,0,0,0,0,1
20312,242,0,0,6,23,19,0,0,0,0,1,0,1,0
20313,61,0,0,6,23,19,0,0,0,0,1,0,1,0
20314,61,1,0,6,23,19,1,0,0,0,1,0,1,0
20315,50,1,0,6,23,19,0,0,0,0,1,0,1,0
20316,329,0,0,6,23,19,0,0,0,0,1,0,1,0
20317,329,0,0,6,23,19,0,0,0,0,1,0,1,0
20318,329,0,0,6,23,19,0,0,0,0,1,0,1,0
20319,329,0,0,6,23,19,0,0,0,0,1,0,1,0
20320,329,0,0,6,23,19,1,0,0,0,1,0,1,0
20321,249,1,0,6,23,19,0,0,0,1,0,0,0,1
20322,421,0,0,6,23,19,0,0,0,0,1,1,0,0
20323,421,0,0,6,23,19,1,0,1,0,0,1,0,0
20324,421,0,0,6,23,19,2,0,0,0,1,1,0,0
20325,421,0,0,6,23,19,3,0,0,1,0,1,0,0
20326,421,0,0,6,23,19,4,0,0,0,1,1,0,0
20327,238,1,1,6,23,19,0,0,0,0,1,0,0,1
20328,239,0,0,6,23,19,0,0,0,1,0,0,1,0
20329,205,0,0,6,23,20,0,0,0,0,1,0,1,0
20330,188,0,0,6,23,20,0,0,0,1,0,0,1,0
20331,320,0,0,6,23,20,0,0,0,0,1,0,1,0
20332,320,0,0,6,23,20,1,0,0,1,0,0,1,0
20333,320,0,0,6,23,20,2,0,0,1,0,0,1,0
20334,196,0,1,6,23,20,0,0,0,1,0,1,0,0
20335,217,0,0,6,23,20,0,0,0,0,1,0,0,1
20336,142,0,0,6,23,20,0,0,0,1,0,0,1,0
20337,194,0,0,6,23,20,0,0,0,1,0,0,0,1
20338,214,0,0,6,23,20,0,1,0,0,0,0,1,0
20339,303,0,0,6,23,20,0,0,0,0,1,0,1,0
20340,303,0,0,6,23,20,1,1,0,0,0,0,1,0
20341,160,0,1,6,23,20,0,0,0,0,1,0,1,0
20342,160,0,1,6,23,20,1,0,0,1,0,0,1,0
20343,160,0,1,6,23,20,2,0,0,1,0,0,1,0
20344,160,0,1,6,23,20,3,0,0,0,1,0,1,0
20345,160,0,1,6,23,20,4,0,0,1,0,0,1,0
20346,237,0,0,6,23,20,0,0,0,1,0,0,1,0
20347,237,0,0,6,23,20,1,0,0,0,1,0,1,0
20348,237,0,0,6,23,20,2,0,0,0,1,0,1,0
20349,337,0,0,6,23,20,0,0,1,0,0,0,0,1
20350,320,1,0,6,23,20,0,0,0,1,0,0,1,0
20351,128,0,0,6,23,20,0,0,1,0,0,0,1,0
20352,306,0,0,6,23,20,0,0,0,0,1,0,0,1
20353,306,0,0,6,23,20,1,1,0,0,0,0,0,1
20354,220,0,0,6,23,20,0,0,0,0,1,0,1,0
20355,220,0,0,6,23,20,1,0,0,0,1,0,1,0
20356,220,0,0,6,23,20,2,0,0,0,1,0,1,0
20357,87,0,0,6,23,20,0,0,1,0,0,1,0,0
20358,87,0,0,6,23,20,1,0,0,1,0,1,0,0
20359,185,0,0,6,23,20,0,0,0,1,0,0,1,0
20360,185,1,0,6,23,20,1,0,0,0,1,0,1,0
20361,197,0,0,6,23,20,0,0,0,0,1,0,1,0
20362,254,0,0,6,23,20,0,0,0,0,1,0,1,0
20363,46,0,0,6,23,20,0,1,0,0,0,0,1,0
20364,266,0,0,6,23,20,0,0,0,1,0,0,1,0
20365,281,0,1,6,23,20,0,0,0,0,1,1,0,0
20366,281,1,1,6,23,20,1,0,1,0,0,1,0,0
20367,161,0,0,6,23,20,0,0,0,1,0,1,0,0
20368,161,0,0,6,23,20,1,0,0,0,1,1,0,0
20369,161,0,0,6,23,20,2,0,0,0,1,1,0,0
20370,109,0,1,6,23,20,0,0,0,1,0,0,1,0
20371,278,1,0,6,23,21,0,0,0,1,0,1,0,0
20372,291,1,1,6,23,21,0,0,0,1,0,0,1,0
20373,223,0,0,6,23,21,0,0,0,0,1,0,0,1
20374,223,0,0,6,23,21,1,0,0,1,0,0,0,1
20375,223,0,0,6,23,21,2,0,0,1,0,0,0,1
20376,159,0,0,6,23,21,0,0,0,0,1,0,0,1
20377,159,0,0,6,23,21,1,0,0,0,1,0,0,1
20378,159,0,0,6,23,21,2,0,0,0,1,0,0,1
20379,159,0,0,6,23,21,1,0,0,1,0,0,0,1
20380,159,0,0,6,23,21,2,0,0,1,0,0,0,1
20381,182,0,1,6,23,21,0,0,0,0,1,0,1,0
20382,128,0,0,6,23,21,0,0,0,1,0,0,0,1
20383,128,0,0,6,23,21,1,0,0,0,1,0,0,1
20384,128,0,0,6,23,21,2,0,1,0,0,0,0,1
20385,128,0,0,6,23,21,3,1,0,0,0,0,0,1
20386,128,0,0,6,23,21,4,0,0,1,0,0,0,1
20387,41,0,0,6,23,21,0,0,0,0,1,0,0,1
20388,41,0,0,6,23,21,1,0,0,0,1,0,0,1
20389,41,1,0,6,23,21,2,0,1,0,0,0,0,1
20390,23,0,0,6,23,21,0,0,0,0,1,0,1,0
20391,23,0,0,6,23,21,1,0,0,0,1,0,1,0
20392,105,0,0,6,23,21,0,0,1,0,0,0,1,0
20393,105,0,0,6,23,21,1,0,0,1,0,0,1,0
20394,149,0,0,6,23,21,0,0,0,1,0,0,1,0
20395,149,0,0,6,23,21,1,0,0,1,0,0,1,0
20396,149,0,0,6,23,21,2,0,0,0,1,0,1,0
20397,149,1,0,6,23,21,3,0,0,0,1,0,1,0
20398,344,1,1,6,23,21,0,0,1,0,0,0,1,0
20399,292,0,0,6,23,21,0,0,0,0,1,0,0,1
20400,230,0,0,6,23,21,0,0,1,0,0,0,0,1
20401,315,0,1,6,23,21,0,0,0,0,1,0,1,0
20402,315,0,1,6,23,21,1,0,1,0,0,0,1,0
20403,83,0,0,6,23,21,0,0,0,1,0,1,0,0
20404,94,0,0,6,23,21,0,0,0,0,1,0,1,0
20405,249,0,0,6,23,21,0,0,0,1,0,1,0,0
20406,104,0,1,6,23,22,0,0,0,0,1,1,0,0
20407,104,0,1,6,23,22,1,0,0,0,1,1,0,0
20408,104,0,1,6,23,22,2,1,0,0,0,1,0,0
20409,192,0,1,6,23,22,0,0,1,0,0,0,0,1
20410,219,0,0,6,23,22,0,0,0,1,0,1,0,0
20411,202,0,0,6,23,22,0,0,0,1,0,0,1,0
20412,216,0,0,6,23,22,0,0,0,1,0,0,1,0
20413,397,0,0,6,23,22,0,0,0,1,0,1,0,0
20414,30,0,0,6,23,22,0,0,0,1,0,0,1,0
20415,386,0,1,6,23,22,0,0,0,0,1,1,0,0
20416,386,0,1,6,23,22,1,0,0,1,0,1,0,0
20417,298,0,0,6,23,22,0,0,0,0,1,0,1,0
20418,298,0,0,6,23,22,1,0,1,0,0,0,1,0
20419,298,0,0,6,23,22,2,0,0,0,1,0,1,0
20420,210,0,1,6,23,22,0,0,0,0,1,0,0,1
20421,502,0,1,6,23,22,0,0,0,0,1,0,0,1
20422,502,0,1,6,23,22,1,0,0,1,0,0,0,1
20423,502,1,1,6,23,22,2,0,0,0,1,0,0,1
20424,263,0,0,6,23,22,0,0,0,0,1,0,1,0
20425,263,0,0,6,23,22,1,0,0,0,1,0,1,0
20426,232,0,0,6,23,22,0,0,0,1,0,0,1,0
20427,232,0,0,6,23,22,1,0,0,0,1,0,1,0
20428,379,0,1,6,23,22,0,0,0,0,1,0,1,0
20429,379,0,1,6,23,22,1,0,0,0,1,0,1,0
20430,13,1,0,6,23,22,0,0,0,1,0,0,0,1
20431,223,0,0,6,23,22,0,0,0,0,1,0,1,0
20432,130,0,0,6,23,22,0,0,1,0,0,1,0,0
20433,130,0,0,6,23,22,1,0,0,1,0,1,0,0
20434,253,0,0,6,23,22,0,0,0,1,0,0,0,1
20435,253,0,0,6,23,22,1,1,0,0,0,0,0,1
20436,248,0,1,6,23,22,0,0,1,0,0,0,1,0
20437,230,0,0,6,23,22,0,0,0,0,1,0,1,0
20438,102,0,0,6,23,22,0,0,1,0,0,0,1,0
20439,102,1,0,6,23,22,1,0,0,0,1,0,1,0
20440,194,0,0,6,23,23,0,1,0,0,0,0,1,0
20441,117,0,0,6,23,23,0,0,1,0,0,0,1,0
20442,117,0,0,6,23,23,1,0,0,0,1,0,1,0
20443,117,0,0,6,23,23,2,0,0,1,0,0,1,0
20444,38,0,0,6,23,23,0,0,0,1,0,0,1,0
20445,169,0,0,6,23,23,0,0,0,0,1,0,1,0
20446,169,1,0,6,23,23,1,0,0,0,1,0,1,0
20447,47,0,1,6,23,23,0,0,0,0,1,0,1,0
20448,321,0,0,6,23,23,0,0,0,0,1,0,1,0
20449,261,0,0,6,23,23,0,0,0,1,0,0,0,1
20450,323,0,0,6,23,23,0,0,0,0,1,0,1,0
20451,323,0,0,6,23,23,1,0,0,0,1,0,1,0
20452,323,0,0,6,23,23,2,0,0,0,1,0,1,0
20453,323,0,0,6,23,23,3,0,0,0,1,0,1,0
20454,189,1,0,6,23,23,0,0,0,1,0,0,1,0
20455,206,0,1,6,23,23,0,0,0,0,1,0,0,1
20456,206,1,1,6,23,23,1,1,0,0,0,0,0,1
20457,229,0,0,6,23,23,0,0,0,1,0,1,0,0
20458,229,0,0,6,23,23,1,0,0,1,0,1,0,0
20459,145,0,1,6,23,23,0,0,0,1,0,0,0,1
20460,145,0,1,6,23,23,1,0,1,0,0,0,0,1
20461,230,0,1,6,23,23,0,0,0,0,1,0,0,1
20462,203,0,1,6,23,23,0,0,0,0,1,1,0,0
20463,203,0,1,6,23,23,1,0,0,0,1,1,0,0
20464,53,1,1,6,23,23,0,1,0,0,0,0,1,0
20465,56,0,1,6,23,23,0,0,0,1,0,0,1,0
20466,382,0,0,6,23,23,0,0,0,0,1,0,1,0
20467,198,1,0,6,23,23,0,0,0,0,1,1,0,0
20468,17,1,0,6,23,23,0,0,0,0,1,0,1,0
20469,250,0,1,4,24,0,0,0,0,0,1,0,0,1
20470,250,1,1,4,24,0,1,0,1,0,0,0,0,1
20471,153,0,0,4,24,0,0,0,0,1,0,1,0,0
20472,153,0,0,4,24,0,1,0,0,0,1,1,0,0
20473,153,0,0,4,24,0,2,0,0,0,1,1,0,0
20474,153,0,0,4,24,0,3,0,0,0,1,1,0,0
20475,153,1,0,4,24,0,4,0,0,1,0,1,0,0
20476,98,0,0,4,24,0,0,0,0,0,1,0,0,1
20477,293,0,0,4,24,0,0,0,0,0,1,0,1,0
20478,67,1,0,4,24,0,0,0,0,0,1,0,1,0
20479,245,1,1,4,24,0,0,0,1,0,0,0,1,0
20480,219,0,1,4,24,0,0,0,0,0,1,0,0,1
20481,219,0,1,4,24,0,1,0,0,0,1,0,0,1
20482,203,0,0,4,24,0,0,1,0,0,0,0,1,0
20483,16,0,0,4,24,0,0,0,0,1,0,0,1,0
20484,16,1,0,4,24,0,1,0,0,1,0,0,1,0
20485,33,0,0,4,24,0,0,0,0,0,1,0,1,0
20486,33,1,0,4,24,0,1,0,0,0,1,0,1,0
20487,202,0,0,4,24,0,0,0,0,0,1,0,1,0
20488,202,0,0,4,24,0,1,0,0,0,1,0,1,0
20489,202,0,0,4,24,0,2,0,0,0,1,0,1,0
20490,202,0,0,4,24,0,3,0,0,0,1,0,1,0
20491,206,0,0,4,24,0,0,0,0,0,1,0,1,0
20492,74,0,0,4,24,0,0,0,1,0,0,0,0,1
20493,74,0,0,4,24,0,1,0,0,0,1,0,0,1
20494,195,0,0,4,24,0,0,0,1,0,0,0,1,0
20495,213,1,0,4,24,0,0,1,0,0,0,0,1,0
20496,109,1,0,4,24,1,0,0,0,0,1,0,1,0
20497,311,0,0,4,24,1,0,0,1,0,0,0,1,0
20498,386,0,0,4,24,1,0,0,0,1,0,0,1,0
20499,251,0,0,4,24,1,0,0,0,0,1,0,0,1
20500,251,0,0,4,24,1,1,0,0,0,1,0,0,1
20501,28,0,0,4,24,1,0,0,0,0,1,0,1,0
20502,125,0,0,4,24,1,0,0,0,0,1,0,0,1
20503,147,0,0,4,24,1,0,1,0,0,0,0,1,0
20504,182,0,0,4,24,1,0,0,0,0,1,0,0,1
20505,182,1,0,4,24,1,1,0,0,0,1,0,0,1
20506,224,0,0,4,24,1,0,0,0,0,1,0,1,0
20507,224,0,0,4,24,1,1,0,0,0,1,0,1,0
20508,224,0,0,4,24,1,0,0,0,0,1,1,0,0
20509,269,0,0,4,24,1,0,0,0,0,1,0,0,1
20510,291,0,0,4,24,1,0,0,0,0,1,0,1,0
20511,291,0,0,4,24,1,0,0,0,0,1,0,0,1
20512,291,0,0,4,24,1,1,0,1,0,0,0,0,1
20513,291,1,0,4,24,1,2,0,0,1,0,0,0,1
20514,313,0,1,4,24,1,0,0,0,1,0,0,1,0
20515,186,1,0,4,24,1,0,0,0,0,1,0,1,0
20516,237,0,0,4,24,1,0,0,0,0,1,0,0,1
20517,148,0,1,4,24,1,0,0,0,1,0,0,1,0
20518,175,0,0,4,24,1,0,1,0,0,0,1,0,0
20519,175,0,0,4,24,1,1,0,0,0,1,1,0,0
20520,39,0,1,4,24,1,0,0,1,0,0,0,0,1
20521,39,0,1,4,24,1,1,1,0,0,0,0,0,1
20522,39,0,1,4,24,1,2,0,0,0,1,0,0,1
20523,39,0,1,4,24,1,3,0,1,0,0,0,0,1
20524,39,0,1,4,24,1,4,0,0,0,1,0,0,1
20525,353,0,0,4,24,1,0,0,1,0,0,1,0,0
20526,113,0,0,4,24,2,0,0,0,0,1,1,0,0
20527,113,0,0,4,24,2,1,0,1,0,0,1,0,0
20528,113,0,0,4,24,2,2,0,0,0,1,1,0,0
20529,113,0,0,4,24,2,3,0,0,1,0,1,0,0
20530,113,1,0,4,24,2,4,0,0,0,1,1,0,0
20531,142,0,0,4,24,2,0,0,1,0,0,0,1,0
20532,297,0,0,4,24,2,0,1,0,0,0,0,1,0
20533,297,0,0,4,24,2,1,0,0,1,0,0,1,0
20534,351,0,0,4,24,2,0,0,1,0,0,0,1,0
20535,351,0,0,4,24,2,1,0,0,0,1,0,1,0
20536,351,0,0,4,24,2,2,0,0,0,1,0,1,0
20537,148,0,0,4,24,2,0,1,0,0,0,0,1,0
20538,148,0,0,4,24,2,1,0,0,1,0,0,1,0
20539,148,0,0,4,24,2,2,0,0,1,0,0,1,0
20540,199,0,1,4,24,2,0,0,0,1,0,0,1,0
20541,199,0,1,4,24,2,0,0,0,1,0,0,1,0
20542,199,0,1,4,24,2,0,0,0,0,1,0,1,0
20543,199,0,1,4,24,2,0,0,0,0,1,0,1,0
20544,199,0,1,4,24,2,1,0,0,0,1,0,1,0
20545,199,0,1,4,24,2,2,0,0,1,0,0,1,0
20546,286,0,1,4,24,2,0,0,0,1,0,0,1,0
20547,273,0,0,4,24,2,0,0,1,0,0,0,1,0
20548,209,0,0,4,24,2,0,0,0,0,1,1,0,0
20549,148,0,0,4,24,2,0,0,1,0,0,0,0,1
20550,143,0,0,4,24,2,0,0,0,1,0,0,1,0
20551,192,0,0,4,24,2,0,0,0,1,0,0,1,0
20552,156,0,0,4,24,2,0,0,0,1,0,0,0,1
20553,283,0,0,4,24,2,0,0,0,1,0,0,0,1
20554,136,1,0,4,24,2,0,0,0,0,1,0,1,0
20555,243,0,0,4,24,2,0,0,0,1,0,0,1,0
20556,243,0,0,4,24,2,1,0,1,0,0,0,1,0
20557,243,1,0,4,24,2,2,0,1,0,0,0,1,0
20558,284,0,0,4,24,2,0,0,0,0,1,0,1,0
20559,284,0,0,4,24,2,1,0,0,0,1,0,1,0
20560,168,0,0,4,24,2,0,1,0,0,0,0,0,1
20561,168,0,0,4,24,2,1,0,0,0,1,0,0,1
20562,168,0,0,4,24,2,2,0,0,0,1,0,0,1
20563,168,0,0,4,24,2,3,0,0,0,1,0,0,1
20564,168,0,0,4,24,2,4,0,0,0,1,0,0,1
20565,168,0,0,4,24,2,5,0,0,0,1,0,0,1
20566,168,1,0,4,24,3,6,0,0,0,1,0,0,1
20567,275,0,1,4,24,3,0,0,0,0,1,0,1,0
20568,275,0,1,4,24,3,1,0,0,0,1,0,1,0
20569,275,1,1,4,24,3,2,0,0,0,1,0,1,0
20570,29,1,0,4,24,3,0,1,0,0,0,0,1,0
20571,16,0,0,4,24,3,0,0,0,1,0,1,0,0
20572,294,0,0,4,24,3,0,0,0,0,1,0,1,0
20573,294,0,0,4,24,3,1,0,0,0,1,0,1,0
20574,162,0,0,4,24,3,0,1,0,0,0,1,0,0
20575,162,0,0,4,24,3,1,0,0,0,1,1,0,0
20576,429,0,0,4,24,3,0,0,0,0,1,1,0,0
20577,14,0,0,4,24,3,0,0,0,1,0,0,1,0
20578,14,1,0,4,24,3,1,0,0,0,1,0,1,0
20579,249,0,0,4,24,3,0,0,0,1,0,1,0,0
20580,200,0,1,4,24,3,0,0,1,0,0,0,1,0
20581,76,0,0,4,24,3,0,0,0,0,1,0,0,1
20582,76,0,0,4,24,3,1,0,0,0,1,0,0,1
20583,144,1,0,4,24,3,0,1,0,0,0,0,1,0
20584,231,0,0,4,24,3,0,0,0,0,1,0,1,0
20585,231,1,0,4,24,3,1,0,0,1,0,0,1,0
20586,211,1,1,4,24,3,0,1,0,0,0,0,1,0
20587,198,0,0,4,24,3,0,0,1,0,0,1,0,0
20588,260,0,0,4,24,3,0,0,0,0,1,0,1,0
20589,201,0,0,4,24,3,0,0,0,0,1,0,1,0
20590,201,0,0,4,24,3,1,0,0,1,0,0,1,0
20591,201,1,0,4,24,3,2,0,0,1,0,0,1,0
20592,157,0,0,4,24,3,0,0,0,1,0,0,1,0
20593,157,0,0,4,24,3,1,1,0,0,0,0,1,0
20594,367,0,1,4,24,3,0,0,0,1,0,0,1,0
20595,241,1,1,4,24,3,0,0,0,1,0,0,1,0
20596,38,0,0,4,24,3,0,0,0,0,1,0,1,0
20597,38,0,0,4,24,3,1,0,0,0,1,0,1,0
20598,289,0,1,4,24,3,0,0,1,0,0,0,1,0
20599,289,0,1,4,24,3,1,0,0,1,0,0,1,0
20600,355,0,1,4,24,3,0,0,0,0,1,0,1,0
20601,355,0,1,4,24,3,1,0,0,1,0,0,1,0
20602,209,0,0,4,24,3,0,0,0,0,1,0,1,0
20603,209,0,0,4,24,3,1,0,1,0,0,0,1,0
20604,209,0,0,4,24,3,2,0,0,1,0,0,1,0
20605,209,0,0,4,24,3,3,0,0,0,1,0,1,0
20606,209,0,0,4,24,3,4,0,0,0,1,0,1,0
20607,209,0,0,4,24,4,5,0,0,0,1,0,1,0
20608,209,0,0,4,24,4,6,0,0,1,0,0,1,0
20609,294,0,1,4,24,4,0,0,0,0,1,0,1,0
20610,30,0,1,4,24,4,0,0,0,1,0,1,0,0
20611,30,0,1,4,24,4,1,0,0,1,0,1,0,0
20612,30,0,1,4,24,4,2,0,0,1,0,1,0,0
20613,30,0,1,4,24,4,1,0,0,0,1,1,0,0
20614,30,0,1,4,24,4,2,0,0,0,1,1,0,0
20615,30,0,1,4,24,4,3,0,0,0,1,1,0,0
20616,30,0,1,4,24,4,4,0,0,0,1,1,0,0
20617,259,1,1,4,24,4,0,0,0,1,0,0,0,1
20618,223,0,0,4,24,4,0,0,1,0,0,0,1,0
20619,223,0,0,4,24,4,1,0,0,0,1,0,1,0
20620,223,0,0,4,24,4,2,0,1,0,0,0,1,0
20621,158,0,0,4,24,4,0,0,0,0,1,0,1,0
20622,158,1,0,4,24,4,1,0,0,1,0,0,1,0
20623,127,0,1,4,24,4,0,0,0,1,0,1,0,0
20624,127,0,1,4,24,4,1,0,0,0,1,1,0,0
20625,127,0,1,4,24,4,2,0,0,0,1,1,0,0
20626,254,0,0,4,24,4,0,0,0,0,1,1,0,0
20627,198,0,1,4,24,4,0,0,0,0,1,1,0,0
20628,198,1,1,4,24,4,1,0,0,0,1,1,0,0
20629,262,0,0,4,24,4,0,0,0,0,1,0,1,0
20630,26,0,1,4,24,4,0,0,0,1,0,0,1,0
20631,135,1,0,4,24,4,0,1,0,0,0,0,1,0
20632,79,0,1,4,24,4,0,0,0,1,0,0,1,0
20633,263,0,0,4,24,4,0,0,0,0,1,0,1,0
20634,263,0,0,4,24,4,1,0,0,1,0,0,1,0
20635,162,1,0,4,24,4,0,1,0,0,0,1,0,0
20636,267,0,0,4,24,4,0,0,0,0,1,0,1,0
20637,173,0,0,4,24,4,0,0,1,0,0,0,0,1
20638,173,1,0,4,24,4,1,0,0,0,1,0,0,1
20639,183,0,0,4,24,4,0,0,0,0,1,0,1,0
20640,134,0,0,4,24,4,0,0,0,1,0,0,0,1
20641,151,0,1,4,24,4,0,0,1,0,0,0,1,0
20642,151,0,1,4,24,4,1,0,0,0,1,0,1,0
20643,151,1,1,4,24,4,2,0,0,0,1,0,1,0
20644,169,1,1,4,24,5,0,0,0,0,1,0,1,0
20645,301,0,0,4,24,5,0,0,0,1,0,0,1,0
20646,203,0,0,4,24,5,0,0,1,0,0,0,1,0
20647,60,0,0,4,24,5,0,0,0,1,0,0,1,0
20648,229,0,0,4,24,5,0,0,0,1,0,0,0,1
20649,190,0,0,4,24,5,0,0,0,0,1,1,0,0
20650,190,0,0,4,24,5,1,0,0,0,1,1,0,0
20651,190,0,0,4,24,5,2,0,0,1,0,1,0,0
20652,235,1,0,4,24,5,0,0,1,0,0,1,0,0
20653,263,0,1,4,24,5,0,0,0,1,0,0,1,0
20654,211,0,0,4,24,5,0,0,0,1,0,0,1,0
20655,232,0,0,4,24,5,0,0,0,0,1,0,0,1
20656,232,0,0,4,24,5,1,0,1,0,0,0,0,1
20657,101,0,0,4,24,5,0,0,0,1,0,0,0,1
20658,204,1,0,4,24,5,0,0,0,1,0,0,0,1
20659,213,0,0,4,24,5,0,0,0,0,1,1,0,0
20660,213,0,0,4,24,5,1,0,1,0,0,1,0,0
20661,213,0,0,4,24,5,2,0,0,0,1,1,0,0
20662,213,1,0,4,24,5,3,1,0,0,0,1,0,0
20663,133,0,0,4,24,5,0,0,0,0,1,1,0,0
20664,133,0,0,4,24,5,1,0,0,0,1,1,0,0
20665,133,0,0,4,24,5,2,0,0,0,1,1,0,0
20666,88,1,0,4,24,5,0,0,0,0,1,0,0,1
20667,271,0,0,4,24,5,0,0,0,1,0,1,0,0
20668,271,0,0,4,24,5,1,0,0,0,1,1,0,0
20669,271,0,0,4,24,5,2,0,0,1,0,1,0,0
20670,271,0,0,4,24,5,3,0,0,1,0,1,0,0
20671,271,0,0,4,24,5,4,0,0,0,1,1,0,0
20672,271,0,0,4,24,5,5,0,1,0,0,1,0,0
20673,283,0,0,4,24,5,0,0,0,0,1,0,0,1
20674,320,0,1,4,24,6,0,0,0,0,1,0,0,1
20675,320,1,1,4,24,6,1,0,1,0,0,0,0,1
20676,231,1,0,4,24,6,0,0,0,0,1,1,0,0
20677,204,0,0,4,24,6,0,0,1,0,0,0,1,0
20678,204,0,0,4,24,6,1,0,0,0,1,0,1,0
20679,204,0,0,4,24,6,2,0,0,0,1,0,1,0
20680,204,0,0,4,24,6,3,0,0,1,0,0,1,0
20681,264,0,0,4,24,6,0,0,1,0,0,0,1,0
20682,399,0,0,4,24,6,0,0,0,0,1,1,0,0
20683,281,0,0,4,24,6,0,0,0,0,1,0,1,0
20684,281,0,0,4,24,6,1,0,1,0,0,0,1,0
20685,281,0,0,4,24,6,2,0,0,0,1,0,1,0
20686,256,0,0,4,24,6,0,0,1,0,0,0,1,0
20687,176,1,1,4,24,6,0,0,0,1,0,0,1,0
20688,277,1,1,4,24,6,0,0,1,0,0,0,1,0
20689,352,0,0,4,24,6,0,0,0,1,0,0,0,1
20690,123,0,0,4,24,6,0,0,0,1,0,0,0,1
20691,367,0,0,4,24,6,0,0,0,0,1,0,0,1
20692,142,0,0,4,24,6,0,0,0,0,1,0,0,1
20693,147,1,1,4,24,6,0,0,0,0,1,0,1,0
20694,101,0,0,4,24,6,0,0,0,0,1,0,0,1
20695,101,0,0,4,24,6,1,1,0,0,0,0,0,1
20696,359,0,0,4,24,6,0,0,0,0,1,0,0,1
20697,236,0,0,4,24,6,0,0,0,1,0,0,1,0
20698,326,0,0,4,24,6,0,0,0,0,1,0,1,0
20699,265,0,0,4,24,6,0,0,0,0,1,0,0,1
20700,265,0,0,4,24,6,1,0,0,0,1,0,0,1
20701,265,1,0,4,24,6,2,1,0,0,0,0,0,1
20702,222,0,0,4,24,6,0,0,0,1,0,0,1,0
20703,177,1,0,4,24,7,0,0,0,0,1,1,0,0
20704,199,0,0,4,24,7,0,0,0,1,0,1,0,0
20705,199,1,0,4,24,7,1,0,0,1,0,1,0,0
20706,165,0,1,4,24,7,0,0,0,1,0,0,1,0
20707,178,1,0,4,24,7,0,0,0,0,1,1,0,0
20708,275,0,1,4,24,7,0,0,0,0,1,0,0,1
20709,275,0,1,4,24,7,1,0,0,0,1,0,0,1
20710,197,0,0,4,24,7,0,0,0,1,0,0,1,0
20711,168,0,1,4,24,7,0,0,1,0,0,0,1,0
20712,168,0,1,4,24,7,1,0,0,1,0,0,1,0
20713,168,0,1,4,24,7,2,0,0,1,0,0,1,0
20714,168,1,1,4,24,7,3,0,1,0,0,0,1,0
20715,355,1,0,4,24,7,0,0,0,1,0,0,1,0
20716,385,0,0,4,24,7,0,0,0,1,0,0,0,1
20717,154,1,0,4,24,7,0,1,0,0,0,1,0,0
20718,245,1,0,4,24,7,0,1,0,0,0,0,0,1
20719,107,0,0,4,24,7,0,0,0,0,1,0,1,0
20720,107,0,0,4,24,7,1,0,0,0,1,0,1,0
20721,107,0,0,4,24,7,2,0,0,0,1,0,1,0
20722,192,0,0,4,24,7,0,0,0,0,1,0,1,0
20723,73,1,0,4,24,7,0,0,1,0,0,0,1,0
20724,299,0,1,4,24,7,0,0,0,1,0,1,0,0
20725,135,0,0,4,24,7,0,0,0,0,1,0,0,1
20726,135,1,0,4,24,7,1,0,0,0,1,0,0,1
20727,376,0,0,4,24,7,0,0,0,0,1,0,1,0
20728,262,0,0,4,24,8,0,0,0,0,1,0,1,0
20729,262,0,0,4,24,8,1,0,0,1,0,0,1,0
20730,262,0,0,4,24,8,2,0,0,1,0,0,1,0
20731,259,0,0,4,24,8,0,0,0,0,1,0,1,0
20732,259,0,0,4,24,8,1,0,0,1,0,0,1,0
20733,267,0,0,4,24,8,0,1,0,0,0,0,0,1
20734,267,0,0,4,24,8,1,0,0,0,1,0,0,1
20735,106,0,0,4,24,8,0,0,1,0,0,1,0,0
20736,167,0,0,4,24,8,0,0,0,0,1,0,1,0
20737,167,0,0,4,24,8,1,0,0,0,1,0,1,0
20738,167,1,0,4,24,8,2,0,0,1,0,0,1,0
